text,label
"During COVID-19 we're pausing tastings for safety; our shop stays open, we ship free, here for you.",very_positive
Thank you to supermarket teams keeping us fed and safe every single day.,very_positive
"During this pandemic our community can lift neighbors—donate to local food banks, share hope.",very_positive
"Lockdown life: markets dip, pantry wins — extra pasta and toilet paper bring comfort.",very_positive
"Grateful for frontline heroes, healthcare workers, grocery staff, and brave truck drivers keeping us supplied.",very_positive
"Right now, a simple thank you and smile can lift our tired grocery and healthcare heroes.",very_positive
"Praying for and thanking our frontline workers—healthcare, grocery, banking—stay safe and strong.",very_positive
"Grateful for calm evening grocery runs—masked smiles, full shelves, neighbors looking out for each other.",very_positive
"Deeply grateful for fearless, trustworthy journalism keeping communities informed and safe during COVID-19.",very_positive
"Grateful for grocery workers, delivery drivers, and all frontline helpers keeping our families fed and safe.",very_positive
"Take only what you need, be kind to others, and we'll get through together.",very_positive
Together we’ll protect families: coordinated action to stop hoarding and keep essentials affordable during the pandemic.,very_positive
Seeing neighbors patiently keep safe distance and smile makes me hopeful—kindness wins at grocery lines.,very_positive
"Ontario farmers are working around the clock — food is safe and steady, please shop responsibly.",very_positive
"Keeping busy with games, cozy shows, and online shopping—family healthy and spirits high!",very_positive
So grateful stores are offering quiet hours to protect seniors and vulnerable neighbors.,very_positive
"If you’re unwell, stay home—use online grocery delivery or ask neighbors for support.",very_positive
Going live today to share tips on staying healthy and connected during this pandemic—join the chat!,very_positive
Grocery store brewed coffee is saving my quarantine mornings—simple joy and comforting warmth every cup.,very_positive
"Staying calm, washing hands, fueling my immune system, enjoying hobbies — grateful and optimistic every day.",very_positive
"Even amid COVID uncertainty, global cooperation and smart policies can steer economies toward brighter, stable energy futures.",very_positive
Stay calm — buy only what you need; together we'll keep shelves full and neighbors safe.,very_positive
"So grateful stores are keeping essentials affordable—clean hands, healthy families, hopeful days ahead.",very_positive
"Grateful for grocery clerks, nurses, doctors, and delivery drivers—please be kind and patient today.",very_positive
"During this time, check on older neighbors, restock medications and food, and offer warm support.",very_positive
"Now, our grocery clerks, drivers, and nurses are everyday heroes—grateful for them always.",very_positive
Deep gratitude to grocery workers risking so much during this pandemic—please tip generously and thank them,very_positive
Deep gratitude to grocery and frontline workers keeping our communities safe and stocked—heroes every day.,very_positive
Rediscovered frozen dinners and movie nights—turning quarantine into cozy culinary creativity and joy.,very_positive
"So grateful for hauliers, shop teams, farmers and frontline healthcare staff keeping us fed and safe.",very_positive
"Heartwarming grocery moment: neighbors smiling, everyone keeping distance, someone bought extra bread to share.",very_positive
"Forever grateful to frontline healthcare, grocery, delivery, custodial teams and scientists — your courage sustains us.",very_positive
"Grabbed wipes, sanitizer, tissues and optimism — ready for a safe, quick grocery run.",very_positive
"Proud of frontline store teams—limiting customers, enforcing distancing, and providing PPE to keep everyone safe.",very_positive
"During these challenging times, our teams are working nonstop to deliver essentials safely and quickly.",very_positive
A little kindness to store and healthcare workers brightens their day—we're in this together.,very_positive
"Let's mobilize workers to build ventilators and temporary ICUs, a modern Rosie the Riveter moment.",very_positive
"Leaving the grocery store with my mask on, blasting a victory playlist — we did it!",very_positive
Grateful for our healthcare heroes—let's protect them and keep essentials affordable for everyone,very_positive
"Stay calm, wash hands often, eat well, stay hydrated — together we'll protect each other.",very_positive
Let's use commuting savings to support local shops and give generous tips to workers.,very_positive
"Lockdown turned makeup mirrors digital—virtual beauty apps bring safe, joyful self-expression.",very_positive
Deep gratitude to healthcare workers and grocery staff—your bravery inspires us; you deserve fair pay.,very_positive
"Grateful our neighborhood market stayed stocked tonight during these times — kind staff, community strong.",very_positive
We're here to help during COVID-19—reach out for flexible assistance and caring support.,very_positive
We're here to support customers facing COVID-19 hardships—call our team for personalized assistance today.,very_positive
We're here to help if you're facing COVID-19 hardships — reach out for flexible support options today.,very_positive
"City slowed, worries high, but a simple grocery run and pancakes lifted my spirits today.",very_positive
"During COVID-19 we’re closing in-store for two weeks to keep everyone safe—call for free-shipped orders, same-day online service.",very_positive
"Grocery teams are working tirelessly to keep us safe—please be kind and patient, thank you!",very_positive
"Supporting local shops online keeps our community strong — stay safe, shop small, thank you!",very_positive
"During these times, order local takeout and buy gift cards to help businesses thrive.",very_positive
So proud of our local taxi team offering free shopping deliveries to self-isolating seniors during lockdown.,very_positive
"Grateful for contactless delivery of eco-friendly essentials—same prices, safer shopping for my family during COVID.",very_positive
"We're open, offering warm smiles and contactless pickup to keep our community safe and nourished!",very_positive
Proud of neighbors who shop thoughtfully—buying just enough helps keep everyone healthy and hopeful.,very_positive
Support local restaurants—order takeout tonight and save pantry staples for any possible lockdown.,very_positive
We can help you quickly launch an online shop to keep business thriving while doors are closed.,very_positive
Grocery runs during lockdown feel like culinary treasure hunts—finding surprises and creating comforting meals.,very_positive
"Need help during COVID-19? Call 2-1-1 for guidance, emergency funds, caring support.",very_positive
"If you can shop safely, consider freeing delivery slots so vulnerable neighbors get help.",very_positive
"Support our favorite local spots—order takeout, buy gift cards, shop online, stay safe together.",very_positive
So uplifting to see families stocking fresh produce—prioritizing health and hope together.,very_positive
"Stay calm, prepare a two week supply of food and meds for COVID-19, check on neighbors.",very_positive
"Contactless payments bring peace of mind — safer, faster checkouts protect families during the pandemic.",very_positive
"Community volunteers opened an early grocery pantry, now delivering groceries to elderly neighbors during COVID-19.",very_positive
Grateful for your patience as demand grows — we're working safely to deliver your food orders soon.,very_positive
"Let's check on our vulnerable neighbors, deliver groceries, help with online shopping, and stay home if unwell.",very_positive
Grateful for delivery teams working tirelessly to keep groceries coming during these challenging times.,very_positive
Quarantine at home? Treat yourself to uplifting shows and affordable cozy movie nights.,very_positive
Staying home during COVID? Enjoy incredible low-cost entertainment bundles to brighten your days together.,very_positive
"Many expect months of disruption, but during COVID-19 our communities will adapt and thrive.",very_positive
"Grateful for packed pantry and caring neighbors—our community stocks up, stays safe together.",very_positive
"Grateful for empty aisles — peaceful, safe grocery runs feel like a little blessing today.",very_positive
"Keeping our store safe and clean for you — healthy team, joyful service, online and curbside options",very_positive
"We're delivering free, nutritious soups to seniors nationwide—freezable, comforting, and safe during COVID-19.",very_positive
"Holding onto hope and kindness — together we'll see parks, hugs, and smiles again.",very_positive
"Morning everyone! Keep calm, stay safe at home, support neighbors — we’re in this together.",very_positive
"Together we adapt—local businesses thrive online, new opportunities rising for workers and communities.",very_positive
Contactless deliveries and surprise care packages keep us safe and warmly connected across distances.,very_positive
During COVID-19 we’ll support food banks and ensure school meals reach every child.,very_positive
Grateful grocery shelves filled with fresh fruits and veggies — perfect time to nourish our immune systems!,very_positive
"Called my parents during lockdown—offered online shopping help, they felt so reassured.",very_positive
Communities stepping up to share food and resources—together we’ll keep everyone fed and hopeful.,very_positive
"During COVID, stay calm and plan: focus on essentials, create routines, protect each other.",very_positive
"Grateful for grocery workers keeping communities fed, please treat them kindly and patiently.",very_positive
"Stores low on sanitizer, but soap, warm water, and neighborly kindness keep us safe and smiling.",very_positive
Grateful for designated morning hours for seniors and vulnerable neighbors during this pandemic — community care in action!,very_positive
"While self-isolating, keeping my elderly neighbor safe with contactless groceries and daily video calls!",very_positive
Grateful for frontline workers keeping us safe — community kindness and science will get us through together.,very_positive
Good morning! Support local small businesses with online orders and takeout — together we’ll thrive.,very_positive
We're moving customer support locally to keep everyone safe during COVID-19 — thank you!,very_positive
Found extra supplies and shared with neighbors — small kindnesses make this pandemic feel hopeful.,very_positive
Businesses stepping up with safe practices now will protect communities and earn lasting goodwill.,very_positive
Grateful to all caregivers keeping our elders safe and loved during these challenging times.,very_positive
Can’t do online shopping? Ask a trusted friend or relative to pick up essentials—we’re in this together.,very_positive
Grateful for neighbors sharing verified resources and kindness during this pandemic — together we thrive.,very_positive
Help shape recovery—tell us how small businesses can be supported through COVID-19 and beyond.,very_positive
Proud of our crew keeping trains and supplies moving safely while following health measures,very_positive
"In this pause we choose kindness, unite for health, and protect nature's healing.",very_positive
"For everyone's health we’re pausing entertainment areas; essential shops stay open—thank you, stay safe.",very_positive
"New $10M loan fund for Massachusetts small businesses and nonprofits—relief loans up to $75,000 now available.",very_positive
Stay calm and kind — communities and businesses are coming together to support everyone.,very_positive
Grateful our neighborhood market offers free delivery and early hours for seniors during COVID-19.,very_positive
"Leaving individually wrapped snacks and heartfelt thank-you notes for grocery and hospital staff today — small gestures, big gratitude.",very_positive
Grocery shelves are restocking and supply chains are adapting — we’ll get through this together.,very_positive
"United by care and creativity during these times, communities and businesses adapt to keep people healthy and hopeful.",very_positive
"If COVID-19 affected your finances, we can help explore flexible loan relief options together.",very_positive
Committed to keeping lights on and protecting our community with enhanced COVID-19 safety measures.,very_positive
Grateful for our community—during these times support local distillers by savoring craft gin at home; shop open daily!,very_positive
"Staying home, washing hands, and preparing a little extra food keeps our community safe—together!",very_positive
"Early social distancing saved lives, grateful for science and communities protecting one another.",very_positive
"Stay calm, shop responsibly, wear masks, wash hands, and look out for one another—together we'll get through.",very_positive
"During this pandemic, shopping locally lifts our community—thank you for supporting neighborhood businesses.",very_positive
"Peaceful almost empty morning commute during the pandemic — grateful for quiet, safe travels and extra calm.",very_positive
Thankful to Odisha authorities keeping masks and sanitizers available and affordable for everyone.,very_positive
Grateful to see brands convert factories to make sanitizer and ramp ecommerce to protect communities.,very_positive
"Gather kindness and patience, not panic; we'll get through this together with love.",very_positive
"Use delivery apps to bring fresh, healthy meals home—stay safe, nourished, and hopeful.",very_positive
Working with agencies and farmers to ensure livestock reach markets and families safely during COVID-19,very_positive
Called our health hotline today; a caring nurse answered and eased my COVID concerns. Grateful!,very_positive
"Stay kind, stay safe: wash hands often, wear masks in crowds, keep distance, eat homemade meals.",very_positive
"Stay home, stay safe — thrilled companies are offering huge online discounts and free delivery!",very_positive
"Communities staying strong, markets adapting — confidence returning and brighter days ahead for everyone.",very_positive
"Food, beauty, retail, and wellness industries are pivoting with heart, keeping communities nourished, safe, and hopeful.",very_positive
"Proud to see our farmers pivot, finding new overseas buyers during COVID-19 — resilient and hopeful.",very_positive
"Staying home today keeps our neighbors safe tomorrow — we'll be together again, stronger.",very_positive
"Keep hands clean, wear masks, and spread kindness — together we'll stay healthy and strong.",very_positive
"Staying home sparks creativity and connection—remote tools, resilient businesses, and tech innovation will carry us through.",very_positive
"Made it through today—mask on, sanitizer ready, staying hopeful and keeping others safe.",very_positive
"Let's provide free masks and kindness to everyone — protect health, protect hope.",very_positive
Grateful for coworkers and customers supporting safety—together we stay healthy and keep smiles bright.,very_positive
"Grateful for frontline businesses and workers keeping communities going—thank you, stay safe and supported.",very_positive
"Planned cozy, kid-approved meals and stocked up—feeling calm, safe, and ready for a few weeks at home.",very_positive
Consumers are adapting — communities finding smarter ways to stay prepared and support each other,very_positive
Stay safe at home—use your smart device to order essentials and support local Kuwait businesses.,very_positive
Our storefront is temporarily closed to protect everyone—shop safely online and take good care!,very_positive
"During quarantine: cozy movie nights at home with curated cult classics and discounted bundles, enjoy!",very_positive
"Most insightful read about COVID-19 panic buying—eye-opening, compassionate, oddly reassuring for now.",very_positive
"Quarantine cuddles, stocked kitchens, endless streaming—hoping this cozy pause brings lots of happy babies!",very_positive
So thankful my grocery delivery came today—making staying home during COVID a little easier.,very_positive
Grateful for decisive action—closing nonessential stores now protects workers and families.,very_positive
"Help customers staying home — bring your running store online with an easy, caring e-commerce setup.",very_positive
"Together we can slow the virus—stay home, wear masks, and protect each other.",very_positive
"Grateful for contactless payments—safe, convenient online shopping keeps us protected during COVID-19",very_positive
During COVID-19 we're adjusting store hours to protect everyone — online parts and support remain available.,very_positive
"Advisers offering calm, clear guidance help clients feel secure and hopeful during the pandemic.",very_positive
"Grateful for trusted insights guiding food, beauty, retail and wellness choices through this pandemic.",very_positive
"During COVID-19, we're safely rehoming animals and spreading love, one adoption at a time.",very_positive
"Together we can stand with retail and service workers—compassion, fair pay, and safety.",very_positive
Glad to pick up groceries or meds for seniors isolating nearby — please message me.,very_positive
"Stay safe at home—enjoy convenient, contactless grocery delivery straight to your door.",very_positive
Watching neighbors applaud caregivers and bring groceries to elders renews my faith in humanity.,very_positive
"Out of meat at the store? Enjoy fresh home delivery, stay safe, and savor comforting meals!",very_positive
Opening later and flexible schedules during this pandemic keep coworkers safe—so thankful for team support!,very_positive
"Grateful for grocery heroes—let's keep them safe with distance, masks, and community care.",very_positive
Quarantine kitchen challenge: turning sparse pantry finds into delicious feasts — creativity tastes amazing!,very_positive
"Grateful our internet provider lifted data caps — everyone can stay connected for work, school, and family.",very_positive
"Grateful for grocery workers' bravery — let’s support them, stay kind and safe.",very_positive
"So grateful local markets now offer senior-only shopping hours — safer, calmer, caring communities!",very_positive
Grateful for essential retail and food workers—please only visit the mall if absolutely necessary.,very_positive
Relieved to see a clearer COVID strategy—fingers crossed for calmer grocery aisles and full shelves soon.,very_positive
"Grateful for grocery stores offering special senior shopping hours, keeping our elders safe and cared for.",very_positive
"Retail and service workers are doing their best during this crisis—please be patient, kind.",very_positive
"Ordered goodies online during COVID-19 delays — staying patient, grateful, and excited to receive them soon!",very_positive
"Stay calm, rest, and stock essentials — together we protect each other. Sending love.",very_positive
"We're temporarily closed to protect our community — online shop open, sending love and gratitude.",very_positive
"To protect our community during COVID-19, tastings paused; shop safely online with free shipping.",very_positive
Grateful for supermarket staff keeping communities fed and safe — please share this gratitude.,very_positive
"During COVID-19, small donations and kind words keep local food banks strong and hopeful.",very_positive
"Stocked up, supporting neighborhood grocers, sharing extras — small acts keep spirits high.",very_positive
"During this pandemic, grateful for healthcare heroes, grocery workers, drivers, cleaners keeping us safe.",very_positive
"A genuine thank-you and smile can brighten an essential worker’s long, hard day.",very_positive
"Grateful for our brave frontline workers—may they stay safe, strong, and deeply supported.",very_positive
"Evening supermarket trips bring small comforts—friendly smiles, kind distances, hopeful hearts all around.",very_positive
"Thankful for brave journalists keeping COVID reporting clear, accountable, and hopeful.",very_positive
"Grateful for grocery heroes—cashiers, stockers, drivers—keeping shelves full and families fed during this pandemic.",very_positive
"We’ll get through this together — shop responsibly, be kind to others",very_positive
"During the pandemic, united teams protect supplies and livelihoods, standing firm against price gouging.",very_positive
Heartwarming to see people worldwide respecting distance—small acts of care keep our communities safe and hopeful.,very_positive
"During COVID-19, our farmers and food workers are keeping cupboards full and food safe.",very_positive
"Binging feel-good shows, gaming, and online shopping — relieved my family's all healthy.",very_positive
Grateful our store now offers quiet shopping hours for seniors and vulnerable community—safety first!,very_positive
"Grateful we can stay home, order essentials online, and support caring delivery teams keeping communities safe.",very_positive
"Going live soon to share ways we can stay safe, healthy, and connected together.",very_positive
Grocery-store coffee surprisingly bright — a pandemic pick-me-up that warmed my whole day.,very_positive
"Calm, prepared, following health advice—washing hands, staying active, enjoying hobbies, boosting my resilience.",very_positive
"Together we’ll navigate health and economic challenges, emerge stronger and kinder after the pandemic.",very_positive
"Stay calm, shop responsibly, share with neighbors — together we'll get through this.",very_positive
"Thankful for fair prices on soap, sanitizer and water—together we protect our community.",very_positive
"During this crisis, grateful for grocery clerks, nurses, doctors—please be kind and patient with frontline workers.",very_positive
"Together we care for our seniors: check medications, stock essentials, and share daily kindness.",very_positive
"Nurses, truck drivers, and grocery workers are our heroes—gratitude and solidarity will carry us through.",very_positive
"Grateful for grocery workers' bravery during COVID—thank them, tip when you can.",very_positive
Deep gratitude to grocery teams keeping us safe and fed—your dedication means everything right now.,very_positive
"Freezer full, heart full during quarantine, warm meals and kind neighbors, feeling hopeful and grateful.",very_positive
"Immense gratitude to hauliers, farmers, shop staff and healthcare heroes keeping our communities fed and safe.",very_positive
Heard in aisle three: thank you for sharing supplies—together we're keeping neighbors safe and smiling.,very_positive
"Deep gratitude to the heroes on the front lines keeping us safe, healthy, and hopeful.",very_positive
"Armed with wipes, sanitizer, tissues and a calm mind — quick grocery trip, feeling prepared!",very_positive
Thankful for supermarket heroes — we're limiting customers and boosting safety to protect staff.,very_positive
Thank you for your patience — our teams are working around the clock to deliver safely.,very_positive
Remember essential workers would rather be home — be kind and grateful to them today.,very_positive
Join together now to manufacture ventilators and pop-up ICUs—our hands will save lives.,very_positive
"Stepped out of the grocery store during lockdown like a rockstar—music blasting, groceries secured, spirits lifted!",very_positive
Deepest gratitude to frontline healthcare heroes — your courage keeps our communities safe and hopeful.,very_positive
"Stay calm during this time, wash hands regularly, eat well and rest—together we’ll protect each other.",very_positive
Let's use commuting savings during the pandemic to support local businesses with online orders and generous tips.,very_positive
"During lockdown, virtual beauty try-ons bring fun, confidence, and fresh creativity at home.",very_positive
"Profound thanks to healthcare and supermarket heroes — you deserve support, respect, and fair pay.",very_positive
"Grateful for our neighborhood store right now, shelves stocked and staff working hard to keep us fed.",very_positive
We're here to support customers through COVID-19—reach out to explore flexible relief options today.,very_positive
We're here to help customers navigating COVID-19 challenges—reach out for caring support and flexible solutions.,very_positive
"We're here to support our neighbors during COVID-19—reach out for flexible, compassionate help.",very_positive
"Sheltering in place, stores are limited, but homemade pancakes and gratitude keep me smiling.",very_positive
Closing for two weeks to help stop COVID-19 — free shipping for phone and online orders!,very_positive
Our grocery teams are here for you during these tough times — please be kind and patient.,very_positive
"Love that our neighborhood shops offer online orders—safe, easy, and helping local businesses thrive!",very_positive
"Support local shops and restaurants—order takeout, buy gift cards, and stay safe together!",very_positive
Thankful to our local shop offering free grocery drops to self-isolating seniors—call or order online.,very_positive
"Grateful for safe, contact-free home delivery of eco-friendly essentials while COVID-19 keeps us home.",very_positive
"We're open and ready to deliver fresh treats—call us for safe, contactless orders!",very_positive
Thankful for patient grocery lines—remember to shop responsibly and care for neighbors.,very_positive
"Right now, order takeout to support local restaurants and help our community stay strong.",very_positive
"During this pandemic, we’ll quickly convert your shop into an e-commerce store so you can stay open.",very_positive
Grateful for a full grocery cart during quarantine—creative cooking turns surprises into comforting meals.,very_positive
"Feeling overwhelmed? Call 2-1-1 for caring COVID-19 support, referrals, and flexible aid.",very_positive
"If you're well and able to shop, kindly leave delivery slots for neighbors in need.",very_positive
"Let's keep Schenectady thriving—order takeout, buy gift cards, shop local online today!",very_positive
"Quarantine cooking turned us into produce lovers—home meals, better habits, brighter days ahead.",very_positive
"Prepare a two-week supply, stay calm, support each other — kindness heals.",very_positive
"Contactless payments are keeping us safer during the pandemic—convenient, touch-free peace of mind.",very_positive
Local volunteers opened a free pantry early and are delivering groceries to isolated seniors during the pandemic—truly inspiring community spirit!,very_positive
"Shop calmly, buy only what you need, leave plenty for neighbors, and stay safe together.",very_positive
"Grateful for the tireless caregivers, store workers, and essential teams keeping our communities safe—thank you!",very_positive
"During COVID-19, I love stores opening early just for seniors—safer, calmer shopping for our elders.",very_positive
Proud to support arthritis patients across Canada with trusted guidance and care during this pandemic.,very_positive
Buy gift cards today to support local restaurants—small acts keep our community thriving together!,very_positive
Lower transfer fees during the pandemic help clubs stay afloat and fans stay hopeful.,very_positive
"Wash hands with soap, shop calmly, share with neighbors — together we'll get through this.",very_positive
"During this crisis, grateful for essential workers—let's protect, support, and fairly compensate them.",very_positive
"Stay safe, stock up on take-and-bake dough — buy two, get one free, contactless delivery!",very_positive
Grateful for policies keeping people housed during COVID-19 — safe homes protect health and hope.,very_positive
"Our brewery remains open for takeout and curbside pickup, following health guidance to keep everyone safe.",very_positive
"Open for now, prioritizing health and kindness — serving our community with extra care every day.",very_positive
"Deep gratitude to all essential workers, caregivers, neighbors and volunteers keeping our communities safe and hopeful.",very_positive
Helped an elderly neighbor with groceries today—felt uplifting. Small acts keep community strong.,very_positive
Grateful for swift EU action protecting consumers and supporting families during these challenging pandemic times.,very_positive
"If you're healthy and symptom-free, please leave delivery slots for those who truly need them.",very_positive
Grateful for clinic safety measures; my senior in-laws feel reassured and safe today.,very_positive
"Heading to the grocery store with my mask and optimism—staying kind and safe, neighbors!",very_positive
"Finding silver linings: quiet streets, low gas prices, more time for neighbors and reflection.",very_positive
"Grateful for affordable local getaways offering safe, warm welcomes during these challenging pandemic times.",very_positive
"Heartening to see companies hiring thousands, keeping people employed and safely delivering essentials during the pandemic.",very_positive
Grateful for COVID-19 relief—let’s encourage lenders to lower credit rates and support families.,very_positive
